NID_ID,STATE,DAM_NAME,OTHER_NAME,HAZARD,EAP,STATE_NAME,COUNTY,NEAR_CITY,DIST_CITY,RIVER,YEAR_COMPL,OWNER,OWN_TYPE,INSP_DATE
OH00126,OH,"DOROTHY MINE POND DAM",NULL,HIGH,NULL,OHIO,JEFFERSON,"GLEN ROBINS",1.5,"PARKERS RUN",1950,"ORLANDO SCHIAPPA",PRIVATE,"1982-10-07 00:00:00"
OH00127,OH,"DUN GLEN MINE IMPOUNDMENT DAM",NULL,HIGH,NULL,OHIO,JEFFERSON,NEWTOWN,0.6,"TR-SHORT CREEK",1930,"JEFFCO RESOURCES, INC.",PRIVATE,"1978-08-02 00:00:00"
OH00129,OH,"GEORGETOWN PLANT FRESHWATER DAM",NULL,HIGH,NULL,OHIO,HARRISON,"HAGAN ADDITION",5.7,"TR-SALLY BUFFALO CREEK",1949,"CONSOLIDATION COAL COMPANY",PRIVATE,"1983-08-12 00:00:00"
OH00130,OH,"SELESKI LAKE NO. 2 DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,"HAGAN ADDITION",3.2,"TR-MIDDLE FORK",1963,"EDWARD L. SELESKI",PRIVATE,"1992-08-04 00:00:00"
OH00133,OH,"GEORGETOWN PLANT LOWER SUPPLY POND DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,"HAGAN ADDITION",6.8,"TR-SALLY BUFFALO CREEK",1951,"CONSOLIDATION COAL COMPANY",PRIVATE,NULL
OH00134,OH,"GEORGETOWN PLANT UPPER SUPPLY POND DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,"HAGAN ADDITION",7,"TR-SALLY BUFFALO CREEK",1948,"CONSOLIDATION COAL COMPANY",PRIVATE,NULL
OH00135,OH,"SPARROW RESERVOIR DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,"HAGAN ADDITION",8,"TR-LIMING CREEK",1949,"CITY OF CADIZ","LOCAL GOV'T","1989-04-19 00:00:00"
OH00137,OH,"CADIZ COUNTRY CLUB POND DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,"HAGAN ADDITION",6.4,"TR-SALLY BUFFALO CREEK",NULL,"CADIZ COUNTRY CLUB",PRIVATE,"1991-05-09 00:00:00"
OH00139,OH,"FOSTER'S LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,HARRISON,JEWETT,1.3,"TR-CONOTTON CREEK",1960,"MR. TERRY ELLIOTT",PRIVATE,"1994-01-31 00:00:00"
OH00141,OH,"SALLY BUFFALO PARK LAKE DAM",NULL,HIGH,NULL,OHIO,HARRISON,"OAK PARK",0.6,"TR-SALLY BUFFALO CREEK",1953,"VILLAGE OF CADIZ","LOCAL GOV'T","1991-04-12 00:00:00"
OH00142,OH,"SCIO POTTERY LAKE DAM",NULL,LOW,NULL,OHIO,HARRISON,CONOTTON,3.4,"TR-CONOTTON CREEK",NULL,"SCIO VET'S CLUB",PRIVATE,NULL
OH00143,OH,"RANDOLPH LAKE DAM",NULL,HIGH,NULL,OHIO,LAWRENCE,ASHLAND,4.2,"WILLOW CREEK",NULL,"DAVID LEE RANDOLPH",PRIVATE,"1986-02-20 00:00:00"
OH00144,OH,"LAKE FOREST DAM",NULL,HIGH,NULL,OHIO,LAWRENCE,GETAWAY,4.9,"TR-SYMMES CREEK",NULL,"LAKE FOREST ASSOCIATION",PRIVATE,"1989-04-25 00:00:00"
OH00145,OH,"BRAMMER POND DAM",NULL,HIGH,NULL,OHIO,LAWRENCE,FORESTDALE,6.1,"LITTLE ICE CREEK",1958,"JOHN F. WALLER & MARY TOOTHMAN",PRIVATE,"1989-04-18 00:00:00"
OH00147,OH,"PAYNE LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,LAWRENCE,ARABIA,2.7,"TR-SYMMES CREEK",1961,"CHARLES D & KAYE K PAYNE",PRIVATE,"1991-05-07 00:00:00"
OH00148,OH,"LAWCO LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,LAWRENCE,LAWCO,0.9,"DARBY CREEK",1931,"LAWRENCE CO. FISH & GAME PROT. ASSN.",PRIVATE,NULL
OH00149,OH,"BARHORST LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,SHELBY,NEWPORT,NULL,"TR-LORAMIE CREEK",1970,"MIKE BARHORST",PRIVATE,"1994-09-07 00:00:00"
OH00150,OH,"POWERS UPGROUND RESERVOIR",NULL,HIGH,NULL,OHIO,CRAWFORD,GALION,0.4,OFFSTREAM,1954,"CITY OF GALION","LOCAL GOV'T","1987-06-17 00:00:00"
OH00151,OH,"BUCYRUS RESERVOIR NO. 1 DAM",NULL,HIGH,NULL,OHIO,CRAWFORD,BUCYRUS,2,"TR-SANDUSKY RIVER",1900,"CITY OF BUCYRUS","LOCAL GOV'T","1991-07-30 00:00:00"
OH00152,OH,"BUCYRUS RESERVOIR NO. 2 DAM",NULL,SIGNIFICANT,NULL,OHIO,CRAWFORD,BUCYRUS,2.8,"TR-SANDUSKY RIVER",1919,"CITY OF BUCYRUS","LOCAL GOV'T","1991-07-30 00:00:00"
OH00153,OH,"BUCYRUS RESERVOIR NO. 3 DAM","RILEY RESERVOIR",HIGH,NULL,OHIO,CRAWFORD,BUCYRUS,2.3,"SANDUSKY RIVER-OS",1955,"CITY OF BUCYRUS","LOCAL GOV'T","1991-07-30 00:00:00"
OH00154,OH,"PARADISE LAKES - NORTH LAKE DAM",NULL,HIGH,NULL,OHIO,PREBLE,GREENBUSH,NULL,"TR-ELK CREEK",1946,"WEEKEND RETREATS, INC.",PRIVATE,"1992-08-13 00:00:00"
OH00155,OH,"PARADISE LAKES - SOUTH LAKE DAM",NULL,HIGH,NULL,OHIO,PREBLE,GREENBUSH,NULL,"TR-ELK CREEK",NULL,"WEEKEND RETREATS, INC.",PRIVATE,"1992-08-13 00:00:00"
OH00156,OH,"LAKE LAKENGREN DAM",NULL,HIGH,NULL,OHIO,PREBLE,MUTTONVILLE,NULL,"PAINT CREEK",1970,"LAKENGREN PROPERTY OWNERS ASSN.",PRIVATE,"1989-08-31 00:00:00"
OH00157,OH,"THOR LAKE DAM",NULL,LOW,NULL,OHIO,PREBLE,MUTTONVILLE,NULL,"TR-PAINT CREEK",1970,"LAKENGREN PROPERTY OWNERS ASSN.",PRIVATE,"1984-03-07 00:00:00"
OH00158,OH,"LAKE VALHALLA DAM",NULL,LOW,NULL,OHIO,PREBLE,MUTTONVILLE,NULL,"TR-PAINT CREEK",1970,"LAKENGREN PROPERTY OWNERS ASSN.",PRIVATE,"1984-03-07 00:00:00"
OH00159,OH,"MYSTIC LAKE DAM",NULL,HIGH,NULL,OHIO,PREBLE,CAMEDEN,NULL,"BEASLEY RUN",1959,"MIAMI VALLEY COUNCIL #444",PRIVATE,"1985-11-20 00:00:00"
OH00160,OH,"CROSS POND DAM",NULL,HIGH,NULL,OHIO,PREBLE,CAMEDEN,NULL,"TR-TRIPPETTS BRANCH",1970,"LLOYD CROSS",PRIVATE,"1992-09-22 00:00:00"
OH00161,OH,"GEORGETOWN UPGROUND RESERVOIR",NULL,SIGNIFICANT,NULL,OHIO,BROWN,HIGGINSPORT,7.5,"WHITE OAK CREEK-OS",1959,"VILLAGE OF GEORGETOWN","LOCAL GOV'T","1991-03-05 00:00:00"
OH00162,OH,"LAKE WAYNOKA DAM",NULL,HIGH,NULL,OHIO,BROWN,ARNHEIM,1.9,"STRAIGHT CREEK",1973,"WAYNOKA PROPERTY OWNERS ASSN., INC.",PRIVATE,"1994-04-26 00:00:00"
OH00163,OH,"LAKE WAYNOKA RETENTION DAM",NULL,SIGNIFICANT,NULL,OHIO,BROWN,ARNHEIM,1.9,"SYCAMORE RUN",1973,"LAKE WAYNOKA UTILITIES, INC.","LOCAL GOV'T","1994-04-15 00:00:00"
OH00164,OH,"LAKE WAYNOKA UPGROUND RESERVOIR",NULL,HIGH,NULL,OHIO,BROWN,ARNHEIM,1.9,"SYCAMORE RUN-OS",1973,"LAKE WAYNOKA UTILITIES, INC.","LOCAL GOV'T","1994-04-15 00:00:00"
OH00165,OH,"LAKE GRANT DAM",NULL,SIGNIFICANT,NULL,OHIO,BROWN,"WHITE OAK VALLEY",7.5,"STERLING RUN",1948,"ODNR, DIVISION OF WILDLIFE",STATE,"1988-03-11 00:00:00"
OH00166,OH,"NOE LAKE DAM",NULL,LOW,NULL,OHIO,BROWN,RURAL,8,"TR-WEST BRANCH BULLSKIN CREEK",1971,"CLAUDE EDWARD NOE",PRIVATE,"1992-02-26 00:00:00"
OH00167,OH,"DIECKBRADER LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,BROWN,CHASETOWN,0.8,"TR-SALT LICK CREEK",1941,"THE ROBERT DIECKBRADER TRUST",PRIVATE,"1991-04-16 00:00:00"
OH00168,OH,"LAKE LORELEI DAM",NULL,SIGNIFICANT,NULL,OHIO,BROWN,BLOWVILLE,10.6,"GLADY RUN",1968,"LAKE LORELEI PROPERTY OWNERS ASSN.",PRIVATE,"1995-05-16 00:00:00"
OH00169,OH,"FICHTELBERG LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,BROWN,BLOWVILLE,12.5,"TR-GLADY RUN",1968,"LAKE LORELEI PROPERTY OWNERS ASSN.",PRIVATE,"1989-05-24 00:00:00"
OH00170,OH,"FERRISTOWN FARM DAM",NULL,LOW,NULL,OHIO,BROWN,FAYETTEVILLE,4.9,"TR-E FORK LITTLE MIAMI RIVER",1973,"FERRISTOWN FARM",PRIVATE,"1991-03-05 00:00:00"
OH00171,OH,"BAILEY LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,BROWN,"BLUE SKY PARK",12.9,"TR-INDIAN CREEK",1972,"JACK BAILEY",PRIVATE,"1989-05-24 00:00:00"
OH00172,OH,"WOODBRIDGE ON THE LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,BUTLER,"WEST CHESTER",1.1,"TR-EAST FORK MILL CREEK",1960,"WOODBRIDGE ON THE LAKE",PRIVATE,"1988-03-10 00:00:00"
OH00173,OH,"TANGLEWOOD LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,BUTLER,FAIRPLAY,1.9,"TR-GREAT MIAMI RIVER",1952,"LEONARD B. HARRIS",PRIVATE,"1991-10-22 00:00:00"
OH00174,OH,"CAMP ROSS TRAILS LAKE DAM",NULL,HIGH,NULL,OHIO,BUTLER,ROSS,1.1,"TR-DRY RUN",1960,"RON WATSON",PRIVATE,"1991-02-26 00:00:00"
OH00175,OH,"TRENTON FISHING CLUB LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,BUTLER,"NEW MIAMI",5.7,"TR-COTTON RUN",NULL,"TRENTON FISHING CLUB",PRIVATE,"1991-09-19 00:00:00"
OH00176,OH,"ISLAND FISHING LAKE DAM",NULL,LOW,NULL,OHIO,BUTLER,MILLVILLE,4.9,"TR-SALMON RUN",NULL,"JGR PROPERTIES, INC.",PRIVATE,"1991-08-15 00:00:00"
OH00177,OH,"BLACK LAKE DAM",NULL,HIGH,NULL,OHIO,BUTLER,"POAST TOWN",1.3,"TR-GREAT MIAMI RIVER",1963,"RAYMOND A. BLACK",PRIVATE,"1991-05-23 00:00:00"
OH00178,OH,"MIDDLETOWN SPORTSMAN CLUB LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,BUTLER,"WEST MIDDLETOWN",1.5,"TR-GREAT MIAMI RIVER",1963,"MIDDLETOWN SPORTSMAN CLUB",PRIVATE,"1989-02-23 00:00:00"
OH00179,OH,"O'BOB FARM LAKE DAM",NULL,LOW,NULL,OHIO,BUTLER,MILTONVILLE,3,"TR-DRY RUN",1968,"WILLIAM R. & JANA HUTCHINSON, JR.",PRIVATE,"1991-05-23 00:00:00"
OH00180,OH,"SEBALD POND NO. 1 DAM",NULL,SIGNIFICANT,NULL,OHIO,BUTLER,MILTONVILLE,3.8,"TR-ELK CREEK",1970,"CITY OF MIDDLETOWN","LOCAL GOV'T","1989-02-23 00:00:00"
OH00181,OH,"GREENBRIAR LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,BUTLER,COLLINSVILLE,1.9,"TR-SEVEN MILE CREEK",1958,"GREENBRIAR LAKE PROP. OWNERS ASSN.",PRIVATE,"1986-12-29 00:00:00"
OH00183,OH,"MIAMI VIEW GOLF CLUB POND NO. 1 DAM",NULL,LOW,NULL,OHIO,HAMILTON,GIERINGER,1.9,"TR-GREAT MIAMI RIVER",1962,"MIAMI VIEW GOLF CLUB, INC.",PRIVATE,"1991-08-29 00:00:00"
OH00184,OH,"MIAMI VIEW GOLF CLUB POND NO. 2 DAM",NULL,SIGNIFICANT,NULL,OHIO,HAMILTON,GIERINGER,2,"TR-GREAT MIAMI RIVER",NULL,"MIAMI VIEW GOLF CLUB, INC.",PRIVATE,"1991-08-29 00:00:00"
OH00185,OH,"LAKE LOUISE DAM",NULL,HIGH,NULL,OHIO,HAMILTON,"RIVERVIEW HEIGHTS",0.9,"TR-FOURMILE CREEK",1938,"EGALEW, INC.",PRIVATE,"1987-05-19 00:00:00"
OH00186,OH,"HEIMANN POND DAM",NULL,HIGH,NULL,OHIO,HAMILTON,MILFORD,2.3,"TR-LITTLE MIAMI RIVER",1964,"ROBERT A. & SANDRA W. HEIMANN",PRIVATE,"1990-03-09 00:00:00"
OH00188,OH,"COLDSTREAM COUNTRY CLUB DAM NO. 1",NULL,LOW,NULL,OHIO,HAMILTON,MELBOURNE,3.4,"TR-EIGHTMILE CREEK",1971,"COLDSTREAM COUNTRY CLUB",PRIVATE,"1990-07-11 00:00:00"
OH00191,OH,"SHARON LAKE DAM",NULL,HIGH,NULL,OHIO,HAMILTON,SHARONVILLE,1.7,"SHARON CREEK",1936,"HAMILTON COUNTY PARK DISTRICT","LOCAL GOV'T","1986-01-22 00:00:00"
OH00192,OH,"MIAMI-WHITEWATER FOREST LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,HAMILTON,HARRISON,1.3,"TR-DRY FORK WHITEWATER RIVER",1967,"HAMILTON COUNTY PARK DISTRICT","LOCAL GOV'T","1984-04-25 00:00:00"
OH00193,OH,"PAULMEADOWS LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,HAMILTON,"SIXTEEN MILE STAND",1.1,"TR-POLK RUN",1965,"PAULMEADOWS LAKE OWNERS ASSOCIATION",PRIVATE,"1991-09-10 00:00:00"
OH00194,OH,"PINE LAKE DAM",NULL,LOW,NULL,OHIO,PIKE,PIKETON,NULL,"TR-BIG BEAVER CREEK",1959,"HERBERT L. BROWN",PRIVATE,"1995-03-13 00:00:00"
OH00195,OH,"DOE PORTSMOUTH X230K","SOUTH HOLDING POND",LOW,N/R,OHIO,PIKE,"WAKEFIELD, OH",2,"BIG RUN CREEK",1956,"DOE OAK RIDGE",FEDERAL,"1994-04-07 00:00:00"
OH00196,OH,"DOE PORTSMOUTH X611B RETENTION DAM","NEW LINE SLUDGE LAGOON",LOW,N/R,OHIO,PIKE,"COOPERSVILLE, OH",10,"LITTLE BVR CR",1960,"DOE OAK RIDGE",FEDERAL,"1994-04-07 00:00:00"
OH00197,OH,"CAVE LAKE DAM",NULL,HIGH,NULL,OHIO,PIKE,"CEDAR FORK",NULL,"SUNFISH CREEK",1962,"JACK D. & GENE T. WHITE",PRIVATE,"1991-10-22 00:00:00"
OH00198,OH,"LONG'S RETREAT LAKE DAM",NULL,HIGH,NULL,OHIO,PIKE,"CEDAR FORK",NULL,"SUNFISH CREEK",1970,"ERIC LONG",PRIVATE,"1991-10-22 00:00:00"
OH00199,OH,"HAY HOLLOW RESERVOIR DAM",NULL,LOW,NULL,OHIO,PIKE,OMEGA,NULL,"TR-CARRS RUN",1952,"MEAD PAPER CORPORATION",PRIVATE,"1994-07-26 00:00:00"
OH00200,OH,"PIKE LAKE DAM",NULL,HIGH,NULL,OHIO,PIKE,PAINBRIDGE,NULL,"TR-RIGHT FORK MORGAN FORK",1937,"ODNR, DIV. OF PARKS & REC",STATE,"1991-03-06 00:00:00"
OH00201,OH,"PORTER LAKE DAM",NULL,HIGH,NO,OHIO,MEIGS,DORCAS,NULL,"TR-YELLOWBUSH CREEK",1968,"FRANK W. PORTER, JR.",PRIVATE,"1995-06-06 00:00:00"
OH00202,OH,"ROYAL OAK LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,MEIGS,"NEASE SETTLEMENT",NULL,"TR-NEASE CREEK",1964,"FAMILY RESORT, INC.",PRIVATE,"1991-08-20 00:00:00"
OH00203,OH,"LAMBERT LAKE DAM",NULL,HIGH,NULL,OHIO,MEIGS,LIMA,NULL,"TR-LITTLE LEADING CREEK",1973,"RAYMOND O. AND LUCILLE LAMBERT",PRIVATE,"1990-12-20 00:00:00"
OH00204,OH,"UPPER HICKORY HILLS LAKE DAM",NULL,HIGH,NULL,OHIO,MEIGS,CHESTER,NULL,"TR-MEIGS CREEK",1957,"WILLIAM MILDREN, JR.",PRIVATE,"1987-09-16 00:00:00"
OH00205,OH,"LOWER HICKORY HILLS LAKE DAM",NULL,HIGH,NULL,OHIO,MEIGS,CHESTER,NULL,"TR-MEIGS CREEK",NULL,"WILLIAM MILDREN, JR.",PRIVATE,"1987-09-16 00:00:00"
OH00206,OH,"LAKE SHAWNEE DAM",NULL,HIGH,NULL,OHIO,GREENE,"SHAWNEE HILLS",0.1,"CAESAR CREEK",1963,"SHAWNEE HILLS PROPERTY OWNERS ASSN.",PRIVATE,"1986-09-24 00:00:00"
OH00207,OH,"SPRING LAKE DAM",NULL,LOW,NULL,OHIO,GREENE,"NEW BURLINGTON",11,"TR-CAESAR CREEK",1969,"JEAN STUCK-MONGER",PRIVATE,"1990-12-12 00:00:00"
OH00208,OH,"GREENE CO. FISH & GAME POND NO. 1 DAM",NULL,LOW,NULL,OHIO,GREENE,"NEW BURLINGTON",7.6,"TR-CAESAR CREEK",1954,"GREENE COUNTY FISH & GAME ASSN.",PRIVATE,"1990-12-12 00:00:00"
OH00209,OH,"TUBAUGH LAKE DAM",NULL,LOW,NULL,OHIO,MONROE,JERICHO,7,"ALUM RUN",1965,"JOHN KERR",PRIVATE,"1995-08-10 00:00:00"
OH00211,OH,"LOWER WOODSFIELD RESERVOIR DAM",NULL,SIGNIFICANT,NULL,OHIO,MONROE,COAT,5.7,"TR-SUNFISH CREEK",1901,"VILLAGE OF WOODSFIELD","LOCAL GOV'T","1992-10-13 00:00:00"
OH00213,OH,"UPPER WOODSFIELD RESERVOIR DAM",NULL,SIGNIFICANT,NULL,OHIO,MONROE,COATS,6.6,"TR-SUNFISH CREEK",NULL,"VILLAGE OF WOODSFIELD","LOCAL GOV'T","1992-10-13 00:00:00"
OH00214,OH,"BEALLSVILLE SPORTSMENS CLUB LAKE DAM",NULL,LOW,NULL,OHIO,MONROE,CAMERON,NULL,"TR-PINEY FORK",1958,"BEALLSVILLE SPORTSMENS CLUB",PRIVATE,NULL
OH00215,OH,"MALAGA LAKE DAM",NULL,LOW,NULL,OHIO,MONROE,ALLEDONIA,15.9,"CRANENEST CREEK",NULL,"MALAGA VALLEY DEVELOPMENT COMPANY",PRIVATE,"1994-10-27 00:00:00"
OH00216,OH,"INDIAN TRAIL CAMPGROUND LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,HURON,"WEST CLARKSFIELD",8.7,"TR-VERMILION RIVER",1969,"INDIAN TRAIL CAMPGROUND",PRIVATE,"1991-05-10 00:00:00"
OH00217,OH,"GREENWICH RESERVOIR DAM",NULL,HIGH,NULL,OHIO,HURON,GREENWICH,0.1,"TR-SW BRANCH VERMILION RIVER",1921,"VILLAGE OF GREENWICH","LOCAL GOV'T","1989-06-20 00:00:00"
OH00218,OH,"WILLARD LAKE DAM",NULL,LOW,NULL,OHIO,HURON,STANDARDSBURG,10.8,"TR-WEST BRANCH HURON RIVER",1955,"WILLARD CONSERVATION LEAGUE, INC.",PRIVATE,NULL
OH00219,OH,"CAMP CONGER LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,HURON,STANDARDSBURG,13.8,"TR-WEST BRANCH HURON RIVER",1963,"KEVIN C. CONGER",PRIVATE,"1991-04-25 00:00:00"
OH00220,OH,"CSX TRANSPORTATION LAKE NO. 2 DAM",NULL,SIGNIFICANT,NULL,OHIO,HURON,"HOLIDAY LAKE",12.9,"TR-WEST BRANCH HURON RIVER",1899,"CSX TRANSPORTATION",PRIVATE,"1991-05-10 00:00:00"
OH00221,OH,"NOFZINGER POND DAM",NULL,LOW,NULL,OHIO,HURON,"WEST CLARKSFIELD",4.5,"TR-VERMILION RIVER",1972,"D&B NOFZINGER",PRIVATE,NULL
OH00222,OH,"HOLIDAY LAKE DAM",NULL,HIGH,NULL,OHIO,HURON,STANDARDSBURG,11,"TR-WEST BRANCH HURON RIVER",1965,"HOLIDAY LAKES PROP. OWNERS ASSN., INC.",PRIVATE,"1989-06-20 00:00:00"
OH00223,OH,"CSX TRANSPORTATION LAKE NO. 1 DAM",NULL,SIGNIFICANT,NULL,OHIO,HURON,WILLARD,0.1,"TR-WEST BRANCH HURON RIVER",1899,"CSX TRANSPORTATION",PRIVATE,"1991-05-10 00:00:00"
OH00224,OH,"BIG BASS LAKE DAM",NULL,LOW,NULL,OHIO,HURON,STANDARDSBURG,11,"TR-WEST BRANCH HURON RIVER",1965,"HOLIDAY LAKES PROP. OWNERS ASSN., INC.",PRIVATE,"1981-10-20 00:00:00"
OH00225,OH,"CRC POND DAM",NULL,LOW,NULL,OHIO,HURON,MILAN,6.8,"EAST BRANCH HURON RIVER",1968,"CONTRACTORS REALTY CORPORATION",PRIVATE,NULL
OH00226,OH,"SQUAW VALLEY LAKE DAM",NULL,LOW,NULL,OHIO,STARK,ONEIDA,NULL,"TR-HUGLE RUN",1964,"RUSSELL T. KIKO",PRIVATE,NULL
OH00227,OH,"COOPER POND DAM",NULL,LOW,NULL,OHIO,STARK,ONEIDA,NULL,"TR-HUGLE RUN",1971,"LEONARD A. COOPER",PRIVATE,NULL
OH00228,OH,"CANTON SLUDGE LAGOON",NULL,LOW,NULL,OHIO,STARK,"EAST SPARTA",NULL,"TR-NIMISHILLEN CREEK",1970,"CITY OF CANTON","LOCAL GOV'T",NULL
OH00229,OH,"FRY LAKE DAM",NULL,LOW,NULL,OHIO,STARK,"EAST SPARTA",NULL,"TR-NIMISHILLEN CREEK",1961,"HAROLD S. FRY",PRIVATE,NULL
OH00230,OH,"NORTH INDUSTRY SPORTSMEN'S CLUB LAKE DAM",NULL,LOW,NULL,OHIO,STARK,BOLIVAR,NULL,"TR-TUSCARAWAS RIVER",1968,"NORTH INDUSTRY SPORTSMEN'S CLUB",PRIVATE,NULL
OH00231,OH,"STOUT LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,STARK,MINERVA,NULL,"TR-SANDY CREEK",NULL,"PAULA F. STOUT",PRIVATE,"1991-03-07 00:00:00"
OH00232,OH,"BROCKLEHURST LAKE DAM",NULL,LOW,NULL,OHIO,STARK,ONEIDA,NULL,"TR-HUGLE RUN",1966,"DR. WARREN & PATRICIA BROCKLEHURST",PRIVATE,"1989-06-29 00:00:00"
OH00233,OH,"OSTER LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,STARK,ROBERTSVILLE,NULL,"TR-BLACK RUN",1955,"BAYWOOD VILLAGE, INC.",PRIVATE,"1992-05-26 00:00:00"
OH00234,OH,"VARIAN LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,STARK,"GOOD LAND ACRES",NULL,"TR-INDIAN RUN",1964,"KENNETH VARIAN",PRIVATE,"1991-08-28 00:00:00"
OH00235,OH,"TIMKEN LAKE DAM",NULL,LOW,NULL,OHIO,STARK,LOUISVILLE,NULL,"TR-MUDBROOK CREEK",1962,"WARD J. TIMKEN",PRIVATE,NULL
OH00236,OH,"LAKE CABLE DAM",NULL,HIGH,NULL,OHIO,STARK,"LAKE CABLE",0.7,"TR-SIPPO CREEK",1926,"LAKE CABLE RECREATION ASSN., INC.",PRIVATE,"1992-06-20 00:00:00"
OH00238,OH,"CLAY'S POND DAM",NULL,LOW,NULL,OHIO,STARK,"CRYSTAL SPRINGS",NULL,"FOX RUN",1955,"THE LANDING, INC.",PRIVATE,NULL
OH00239,OH,"MORELLI POND DAM",NULL,SIGNIFICANT,NULL,OHIO,STARK,"CRYSTAL SPRINGS",NULL,"TR-MUDBROOK CREEK",NULL,"KNUTE MORELLI",PRIVATE,"1992-04-09 00:00:00"
OH00240,OH,"NORTH LAWRENCE LAKE DAM",NULL,LOW,NULL,OHIO,STARK,"NORTH LAWRENCE",NULL,"TR-NEWMAN CREEK",NULL,"NORTH LAWRENCE FISH & GAME CLUB",PRIVATE,NULL
OH00241,OH,"DALE WALBORN RESERVOIR DAM","UPPER DEER CREEK RESERVOIR",HIGH,NULL,OHIO,STARK,LIMAVILLE,NULL,"DEER CREEK",1971,"CITY OF ALLIANCE","LOCAL GOV'T","1986-05-12 00:00:00"
OH00242,OH,"SYLER LAKE DAM",NULL,LOW,NULL,OHIO,STARK,LIMAVILLE,NULL,"TR-DEER CREEK",1963,"MARY A. SYLER",PRIVATE,NULL
OH00243,OH,"CONGRESS LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,STARK,RANDOLPH,NULL,"CONGRESS LAKE OUTLET",NULL,"CONGRESS LAKE COMPANY",PRIVATE,"1973-06-06 00:00:00"
OH00244,OH,"WILLOWDALE LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,STARK,COMET,NULL,"NIMISILA CREEK",1924,"WILLOWDALE COUNTRY CLUB, INC.",PRIVATE,"1989-06-29 00:00:00"
OH00245,OH,"LAKE LUCERN DAM",NULL,SIGNIFICANT,NULL,OHIO,STARK,"PORTAGE LAKES",NULL,"NIMISILA CREEK",1927,"JOHN CHLEBINA",PRIVATE,"1992-04-09 00:00:00"
OH00246,OH,"ROGERS LAKE DAM",NULL,LOW,NULL,OHIO,STARK,"CANAL FULTON",NULL,"TR-TUSCARAWAS RIVER",NULL,"IMAGINEERING DESIGN COMPANY",PRIVATE,NULL
OH00247,OH,"CAMP OTTERBEIN LAKE DAM",NULL,LOW,NULL,OHIO,HOCKING,"SOUTH LOGAN",4.4,"TR-FIVEMILE CREEK",1965,"UNITED METHODIST CAMPS",PRIVATE,"1995-06-07 00:00:00"
OH00248,OH,"HIDDEN LAKE DAM",NULL,SIGNIFICANT,NULL,OHIO,HOCKING,BLACKJACK,0.4,"TR-BLACKJACK BRANCH",1957,"RAY E. GROSSMAN",PRIVATE,"1988-05-17 00:00:00"
OH00249,OH,"OLD MAN'S CAVE LAKE DAM","LAKE ROSE",HIGH,NULL,OHIO,HOCKING,"SOUTH BLOOMINGVILLE",3.8,"TR-QUEER CREEK",1972,"ODNR, DIVISION OF PARKS & RECREATION",STATE,"1988-05-17 00:00:00"
OH00250,OH,"LAKE RICE DAM",NULL,SIGNIFICANT,NULL,OHIO,HOCKING,HAYDENVILLE,4.2,"TR-HOCKING RIVER",1967,"SIMON KENTON COUNCIL",PRIVATE,"1991-10-31 00:00:00"
OH00251,OH,"LAKE OF THE FOUR SEASONS DAM",NULL,HIGH,NULL,OHIO,HOCKING,"SUGAR GROVE",5.7,"DURBIN RUN",1966,"HIDE-A-WAY HILLS CLUB",PRIVATE,"1990-12-19 00:00:00"
OH00252,OH,"LAKE TOMAHAWK DAM",NULL,LOW,NULL,OHIO,HOCKING,"SUGAR GROVE",6.1,"TR-DURBIN RUN",1962,"HIDE-A-WAY HILLS CLUB",PRIVATE,"1995-06-07 00:00:00"
OH00253,OH,"DODGE LAKE DAM",NULL,LOW,NULL,OHIO,ADAMS,NEEL,17.7,"TR-EAST FORK EAGLE CREEK",1969,"CAVE HILL PROPERTY OWNERS",PRIVATE,"1991-08-22 00:00:00"
